Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772164861060,3228,3228,3228,3228,3228,3228,3228,3228,47.62639236450195,47.04656982421875,54.746315002441406,52.3364372253418,47.74754333496094,47.05862808227539,49.52085876464844,48.606109619140625,46.87671661376953,47.95539093017578,0,0,0,0,0,0,0,0,11.884529113769531,17179869184,8589934592,13068042240,7422672896
203,1772164861060,3228,3228,3228,3228,3228,3228,3228,3228,47.62639236450195,47.04656982421875,54.746315002441406,52.3364372253418,47.74754333496094,47.05862808227539,49.52085876464844,48.606109619140625,46.87671661376953,47.95539093017578,NaN,50,50,0,0,0,0,0,11.884529113769531,17179869184,8589934592,13068042240,7422672896
199,1772164861264,3228,3228,3228,3228,3228,3228,3228,3228,47.700103759765625,47.988887786865234,51.808738708496094,51.648250579833984,48.303321838378906,47.48432922363281,50.65834426879883,50.04239273071289,47.6746711730957,48.57909393310547,70,60.000003814697266,76.19047546386719,61.904762268066406,50,57.894737243652344,50,42.85714340209961,11.884529113769531,17179869184,8589934592,13068042240,7422672896
209,1772164861464,3228,3228,3228,3228,3228,3228,3228,3228,47.700103759765625,47.988887786865234,51.808738708496094,51.648250579833984,48.303321838378906,47.48432922363281,50.65834426879883,50.04239273071289,47.6746711730957,48.57909393310547,80,84.21052551269531,88.8888931274414,80,80,61.904762268066406,60.000003814697266,52.6315803527832,11.884529113769531,17179869184,8589934592,13068042240,7422672896
11,1772164861674,3228,3228,3228,3228,3228,3228,3228,3228,47.700103759765625,47.988887786865234,51.808738708496094,51.648250579833984,48.303321838378906,47.48432922363281,50.65834426879883,50.04239273071289,47.6746711730957,48.57909393310547,66.66667175292969,63.6363639831543,66.66667175292969,50,38.095237731933594,30.000001907348633,33.333335876464844,22.72727394104004,14.783714294433594,17179869184,8589934592,13115588608,7422672896
