Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772170928112,3228,3228,3228,3228,3228,3228,3228,3228,47.73289108276367,45.91361618041992,53.919639587402344,52.06534957885742,47.99275207519531,46.14833068847656,48.283748626708984,47.659278869628906,46.066654205322266,47.09901428222656,0,0,0,0,0,0,0,0,12.129054069519043,17179869184,8589934592,12937347072,7600078848
207,1772170928112,3228,3228,3228,3228,3228,3228,3228,3228,47.73289108276367,45.91361618041992,53.919639587402344,52.06534957885742,47.99275207519531,46.14833068847656,48.283748626708984,47.659278869628906,46.066654205322266,47.09901428222656,50,50,100,50,0,0,0,0,12.129054069519043,17179869184,8589934592,12937347072,7600078848
199,1772170928320,3228,3228,3228,3228,3228,3228,3228,3228,47.96435546875,46.75921630859375,51.65043640136719,52.216583251953125,48.82506561279297,47.035823822021484,49.43315505981445,49.02239227294922,46.871219635009766,47.93541717529297,70,65,75,65,60.000003814697266,42.85714340209961,42.85714340209961,28.571430206298828,12.129054069519043,17179869184,8589934592,12937347072,7600078848
209,1772170928520,3228,3228,3228,3228,3228,3228,3228,3228,47.96435546875,46.75921630859375,51.65043640136719,52.216583251953125,48.82506561279297,47.035823822021484,49.43315505981445,49.02239227294922,46.871219635009766,47.93541717529297,90,85.71428680419922,90.47618865966797,90,84.21052551269531,80,73.68421173095703,68.42105102539063,12.129054069519043,17179869184,8589934592,12937347072,7600078848
10,1772170928730,3228,3228,3228,3228,3228,3228,3228,3228,47.96435546875,46.75921630859375,51.65043640136719,52.216583251953125,48.82506561279297,47.035823822021484,49.43315505981445,49.02239227294922,46.871219635009766,47.93541717529297,42.85714340209961,45,30.000001907348633,28.571430206298828,19.047618865966797,10,23.809524536132813,14.285715103149414,13.108009338378906,17179869184,8589934592,12928106496,7600078848
