tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
poetry,warm,darwin,arm64,20260227_064338,200,4,0,poetry_warm_darwin_arm64_20260227_064338.csv,poetry_warm_darwin_arm64_20260227_064338.cmd.log
