Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772165059893,3228,3228,3228,3228,3228,3228,3228,3228,43.62778091430664,44.03188705444336,46.68438720703125,46.59869384765625,44.375244140625,43.05826187133789,45.916656494140625,44.810585021972656,43.464683532714844,44.68366241455078,0,66.66667175292969,0,0,0,0,0,0,8.397536277770996,17179869184,8589934592,13253312512,7422672896
210,1772165059893,3228,3228,3228,3228,3228,3228,3228,3228,43.62778091430664,44.03188705444336,46.68438720703125,46.59869384765625,44.375244140625,43.05826187133789,45.916656494140625,44.810585021972656,43.464683532714844,44.68366241455078,0,0,100,NaN,50,0,0,0,8.397536277770996,17179869184,8589934592,13253312512,7422672896
200,1772165060103,3228,3228,3228,3228,3228,3228,3228,3228,43.62778091430664,44.03188705444336,46.68438720703125,46.59869384765625,44.375244140625,43.05826187133789,45.916656494140625,44.810585021972656,43.464683532714844,44.68366241455078,18.18181800842285,10.526315689086914,80.95238494873047,4.761904716491699,0,0,0,0,8.397536277770996,17179869184,8589934592,13253312512,7422672896
201,1772165060303,3228,3228,3228,3228,3228,3228,3228,3228,43.00086975097656,43.498836517333984,45.609764099121094,45.455039978027344,43.46833038330078,43.00091552734375,45.411529541015625,44.131752014160156,43.07881164550781,44.19677734375,15.789472579956055,19.047618865966797,55,10,0,0,0,0,8.397536277770996,17179869184,8589934592,13253312512,7422672896
210,1772165060505,3228,3228,3228,3228,3228,3228,3228,3228,43.00086975097656,43.498836517333984,45.609764099121094,45.455039978027344,43.46833038330078,43.00091552734375,45.411529541015625,44.131752014160156,43.07881164550781,44.19677734375,15.000000953674316,10,68.42105102539063,20,4.761904716491699,0,5,0,8.397536277770996,17179869184,8589934592,13240401920,7422672896
209,1772165060715,3228,3228,3228,3228,3228,3228,3228,3228,43.00086975097656,43.498836517333984,45.609764099121094,45.455039978027344,43.46833038330078,43.00091552734375,45.411529541015625,44.131752014160156,43.07881164550781,44.19677734375,14.285715103149414,25,61.904762268066406,9.090909004211426,9.090909004211426,4.761904716491699,0,0,9.923759460449219,17179869184,8589934592,13276217344,7422672896
209,1772165060925,3228,3228,3228,3228,3228,3228,3228,3228,43.00086975097656,43.498836517333984,45.609764099121094,45.455039978027344,43.46833038330078,43.00091552734375,45.411529541015625,44.131752014160156,43.07881164550781,44.19677734375,20,18.18181800842285,36.3636360168457,10,0,0,0,0,9.923759460449219,17179869184,8589934592,13267845120,7422672896
203,1772165061135,3228,3228,3228,3228,3228,3228,3228,3228,43.00086975097656,43.498836517333984,45.609764099121094,45.455039978027344,43.46833038330078,43.00091552734375,45.411529541015625,44.131752014160156,43.07881164550781,44.19677734375,33.333335876464844,26.3157901763916,42.85714340209961,28.571430206298828,10.526315689086914,4.761904716491699,4.761904716491699,0,9.923759460449219,17179869184,8589934592,13277216768,7422672896
209,1772165061338,3228,3228,3228,3228,3228,3228,3228,3228,43.31929397583008,43.41061782836914,47.973907470703125,46.9162483215332,43.604637145996094,43.192752838134766,45.85099411010742,44.49169921875,43.21284103393555,44.32121276855469,60.000003814697266,72.7272720336914,30.000001907348633,15.000000953674316,4.761904716491699,5.263157844543457,5,4.761904716491699,9.923759460449219,17179869184,8589934592,13292404736,7422672896
206,1772165061548,3228,3228,3228,3228,3228,3228,3228,3228,43.31929397583008,43.41061782836914,47.973907470703125,46.9162483215332,43.604637145996094,43.192752838134766,45.85099411010742,44.49169921875,43.21284103393555,44.32121276855469,77.2727279663086,71.42857360839844,23.809524536132813,14.285715103149414,4.761904716491699,4.545454502105713,0,0,9.923759460449219,17179869184,8589934592,13298958336,7422672896
