tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
uv,cold,darwin,arm64,20260227_004234,200,6,0,uv_cold_darwin_arm64_20260227_004234.csv,uv_cold_darwin_arm64_20260227_004234.cmd.log
