tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
pip,cold,darwin,arm64,20260227_062354,200,44,0,pip_cold_darwin_arm64_20260227_062354.csv,pip_cold_darwin_arm64_20260227_062354.cmd.log
