Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772175721998,3228,3228,3228,3228,3228,3228,3228,3228,46.32405471801758,44.99971008300781,52.884315490722656,51.971595764160156,46.22492218017578,45.46117401123047,48.30978012084961,47.43098449707031,44.933921813964844,45.7896728515625,0,0,0,0,0,0,0,0,13.057433128356934,17179869184,8589934592,13244891136,7902134272
200,1772175721998,3228,3228,3228,3228,3228,3228,3228,3228,46.32405471801758,44.99971008300781,52.884315490722656,51.971595764160156,46.22492218017578,45.46117401123047,48.30978012084961,47.43098449707031,44.933921813964844,45.7896728515625,0,0,NaN,0,0,0,0,0,13.057433128356934,17179869184,8589934592,13246545920,7902134272
209,1772175722199,3228,3228,3228,3228,3228,3228,3228,3228,46.321311950683594,45.291324615478516,50.05939483642578,50.881324768066406,46.87449645996094,46.00981521606445,49.52470016479492,48.20526123046875,45.33884811401367,46.28153991699219,35,35,76.19047546386719,40,15.789472579956055,0,0,0,13.057433128356934,17179869184,8589934592,13246545920,7902134272
204,1772175722408,3228,3228,3228,3228,3228,3228,3228,3228,46.321311950683594,45.291324615478516,50.05939483642578,50.881324768066406,46.87449645996094,46.00981521606445,49.52470016479492,48.20526123046875,45.33884811401367,46.28153991699219,38.095237731933594,35,80,42.85714340209961,45.45454788208008,33.333335876464844,40.90909194946289,23.809524536132813,13.057433128356934,17179869184,8589934592,13246545920,7902134272
209,1772175722612,3228,3228,3228,3228,3228,3228,3228,3228,46.321311950683594,45.291324615478516,50.05939483642578,50.881324768066406,46.87449645996094,46.00981521606445,49.52470016479492,48.20526123046875,45.33884811401367,46.28153991699219,15.000000953674316,15.000000953674316,85.71428680419922,14.285715103149414,4.761904716491699,4.761904716491699,0,0,13.057433128356934,17179869184,8589934592,13256589312,7902134272
209,1772175722822,3228,3228,3228,3228,3228,3228,3228,3228,46.321311950683594,45.291324615478516,50.05939483642578,50.881324768066406,46.87449645996094,46.00981521606445,49.52470016479492,48.20526123046875,45.33884811401367,46.28153991699219,13.636363983154297,14.285715103149414,61.904762268066406,20,9.523809432983398,4.761904716491699,0,0,15.794992446899414,17179869184,8589934592,13257474048,7902134272
209,1772175723032,3228,3228,3228,3228,3228,3228,3228,3228,46.321311950683594,45.291324615478516,50.05939483642578,50.881324768066406,46.87449645996094,46.00981521606445,49.52470016479492,48.20526123046875,45.33884811401367,46.28153991699219,42.105262756347656,42.85714340209961,70,61.904762268066406,45,45,31.81818199157715,25,15.794992446899414,17179869184,8589934592,13245317120,7902134272
209,1772175723242,3228,3228,3228,3228,3228,3228,3228,3228,46.2724723815918,45.700626373291016,51.308563232421875,51.20589828491211,46.97454833984375,46.128318786621094,50.13831329345703,49.46990966796875,46.26530456542969,46.82952117919922,61.904762268066406,60.000003814697266,75,73.68421173095703,68.42105102539063,65,52.6315803527832,42.85714340209961,15.794992446899414,17179869184,8589934592,13236977664,7902134272
206,1772175723452,3228,3228,3228,3228,3228,3228,3228,3228,46.2724723815918,45.700626373291016,51.308563232421875,51.20589828491211,46.97454833984375,46.128318786621094,50.13831329345703,49.46990966796875,46.26530456542969,46.82952117919922,71.42857360839844,66.66667175292969,75,76.19047546386719,71.42857360839844,65,55,45,15.794992446899414,17179869184,8589934592,13252182016,7902134272
208,1772175723658,3228,3228,3228,3228,3228,3228,3228,3228,46.2724723815918,45.700626373291016,51.308563232421875,51.20589828491211,46.97454833984375,46.128318786621094,50.13831329345703,49.46990966796875,46.26530456542969,46.82952117919922,71.42857360839844,70,89.47368621826172,89.47368621826172,85,75,66.66667175292969,57.142860412597656,10.293794631958008,17179869184,8589934592,13407862784,7902134272
203,1772175723867,3228,3228,3228,3228,3228,3228,3228,3228,46.2724723815918,45.700626373291016,51.308563232421875,51.20589828491211,46.97454833984375,46.128318786621094,50.13831329345703,49.46990966796875,46.26530456542969,46.82952117919922,63.15789031982422,66.66667175292969,85,80.95238494873047,80,66.66667175292969,60.000003814697266,50,10.293794631958008,17179869184,8589934592,13424214016,7902134272
202,1772175724070,3228,3228,3228,3228,3228,3228,3228,3228,46.2724723815918,45.700626373291016,51.308563232421875,51.20589828491211,46.97454833984375,46.128318786621094,50.13831329345703,49.46990966796875,46.26530456542969,46.82952117919922,61.904762268066406,61.904762268066406,80,73.68421173095703,70,72.22222137451172,57.894737243652344,45,10.293794631958008,17179869184,8589934592,13466583040,7902134272
208,1772175724273,3228,3228,3228,3228,3228,3228,3228,3228,49.3466911315918,50.0020866394043,54.126983642578125,56.31450653076172,52.06062316894531,49.49214172363281,56.383052825927734,55.86317443847656,51.475982666015625,50.86206817626953,65,63.15789031982422,85,80,68.42105102539063,70,57.894737243652344,47.36842346191406,10.293794631958008,17179869184,8589934592,13523337216,7902134272
