Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772147835992,3228,3228,3228,3228,3228,3228,3228,3228,51.70176315307617,50.61051559448242,53.937660217285156,53.99090576171875,51.14476013183594,49.593666076660156,52.3537483215332,51.373165130615234,49.79207992553711,51.14027404785156,NaN,100,0,50,0,0,0,0,12.297347068786621,17179869184,6442450944,12173393920,5249040384
210,1772147835992,3228,3228,3228,3228,3228,3228,3228,3228,51.70176315307617,50.61051559448242,53.937660217285156,53.99090576171875,51.14476013183594,49.593666076660156,52.3537483215332,51.373165130615234,49.79207992553711,51.14027404785156,NaN,50,NaN,100,NaN,NaN,NaN,NaN,12.297347068786621,17179869184,6442450944,12176359424,5249040384
204,1772147836202,3228,3228,3228,3228,3228,3228,3228,3228,51.39820861816406,50.772727966308594,51.99376678466797,52.21997833251953,50.951011657714844,49.5742073059082,52.41774368286133,51.147979736328125,49.73653793334961,51.044097900390625,23.809524536132813,25,76.19047546386719,5,0,4.545454502105713,0,0,12.297347068786621,17179869184,6442450944,12198838272,5249040384
209,1772147836406,3228,3228,3228,3228,3228,3228,3228,3228,51.39820861816406,50.772727966308594,51.99376678466797,52.21997833251953,50.951011657714844,49.5742073059082,52.41774368286133,51.147979736328125,49.73653793334961,51.044097900390625,33.333335876464844,30.000001907348633,57.142860412597656,15.000000953674316,18.18181800842285,5,4.761904716491699,4.761904716491699,12.297347068786621,17179869184,6442450944,12198838272,5249040384
209,1772147836616,3228,3228,3228,3228,3228,3228,3228,3228,51.39820861816406,50.772727966308594,51.99376678466797,52.21997833251953,50.951011657714844,49.5742073059082,52.41774368286133,51.147979736328125,49.73653793334961,51.044097900390625,23.809524536132813,23.809524536132813,60.000003814697266,14.285715103149414,0,14.285715103149414,0,0,11.656423568725586,17179869184,6442450944,12204703744,5249040384
209,1772147836826,3228,3228,3228,3228,3228,3228,3228,3228,51.39820861816406,50.772727966308594,51.99376678466797,52.21997833251953,50.951011657714844,49.5742073059082,52.41774368286133,51.147979736328125,49.73653793334961,51.044097900390625,45,45,50,57.142860412597656,19.047618865966797,20,15.000000953674316,14.285715103149414,11.656423568725586,17179869184,6442450944,12239077376,5249040384
205,1772147837036,3228,3228,3228,3228,3228,3228,3228,3228,52.07718276977539,50.89476013183594,55.924827575683594,54.85368728637695,51.23655700683594,50.080318450927734,53.50238037109375,52.299991607666016,50.478580474853516,51.85918426513672,47.619049072265625,38.095237731933594,38.095237731933594,28.571430206298828,15.000000953674316,23.809524536132813,18.18181800842285,19.047618865966797,11.656423568725586,17179869184,6442450944,12236177408,5249040384
209,1772147837242,3228,3228,3228,3228,3228,3228,3228,3228,52.07718276977539,50.89476013183594,55.924827575683594,54.85368728637695,51.23655700683594,50.080318450927734,53.50238037109375,52.299991607666016,50.478580474853516,51.85918426513672,42.85714340209961,40.90909194946289,33.333335876464844,9.523809432983398,4.761904716491699,13.636363983154297,0,0,11.656423568725586,17179869184,6442450944,12235325440,5249040384
207,1772147837452,3228,3228,3228,3228,3228,3228,3228,3228,52.07718276977539,50.89476013183594,55.924827575683594,54.85368728637695,51.23655700683594,50.080318450927734,53.50238037109375,52.299991607666016,50.478580474853516,51.85918426513672,25,25,20,4.761904716491699,31.81818199157715,0,0,0,11.656423568725586,17179869184,6442450944,12233539584,5249040384
204,1772147837659,3228,3228,3228,3228,3228,3228,3228,3228,52.07718276977539,50.89476013183594,55.924827575683594,54.85368728637695,51.23655700683594,50.080318450927734,53.50238037109375,52.299991607666016,50.478580474853516,51.85918426513672,38.095237731933594,36.842105865478516,33.333335876464844,14.285715103149414,10,4.761904716491699,4.761904716491699,0,10.665704727172852,17179869184,6442450944,12230639616,5249040384
209,1772147837863,3228,3228,3228,3228,3228,3228,3228,3228,52.07718276977539,50.89476013183594,55.924827575683594,54.85368728637695,51.23655700683594,50.080318450927734,53.50238037109375,52.299991607666016,50.478580474853516,51.85918426513672,45,42.85714340209961,36.842105865478516,15.000000953674316,0,4.761904716491699,0,0,10.665704727172852,17179869184,6442450944,12239994880,5249040384
209,1772147838072,3228,3228,3228,3228,3228,3228,3228,3228,51.23391342163086,50.37128448486328,52.08190155029297,51.93198776245117,51.09832000732422,49.7054328918457,52.04509353637695,50.78758239746094,49.9548454284668,51.48438262939453,60.000003814697266,63.6363639831543,45.45454788208008,22.72727394104004,9.523809432983398,10,0,0,10.665704727172852,17179869184,6442450944,12250791936,5249040384
207,1772147838282,3228,3228,3228,3228,3228,3228,3228,3228,51.23391342163086,50.37128448486328,52.08190155029297,51.93198776245117,51.09832000732422,49.7054328918457,52.04509353637695,50.78758239746094,49.9548454284668,51.48438262939453,59.09090805053711,57.894737243652344,35,5,5,0,0,0,10.665704727172852,17179869184,6442450944,12256509952,5249040384
