tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
uv,cold,darwin,arm64,20260227_065659,200,7,0,uv_cold_darwin_arm64_20260227_065659.csv,uv_cold_darwin_arm64_20260227_065659.cmd.log
