Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771976828573,3228,3228,3228,3228,3228,3228,3228,3228,59.136016845703125,59.56348419189453,65.71434783935547,63.766868591308594,60.48320007324219,57.71936798095703,62.16128921508789,60.9305419921875,58.48246383666992,59.647499084472656,100,100,0,0,50,0,0,0,19.430665969848633,17179869184,26843545600,11862720512,25109790720
100008,1771976828573,3228,3228,3228,3228,3228,3228,3228,3228,59.136016845703125,59.56348419189453,65.71434783935547,63.766868591308594,60.48320007324219,57.71936798095703,62.16128921508789,60.9305419921875,58.48246383666992,59.647499084472656,100,NaN,100,0,0,100,0,0,19.430665969848633,17179869184,26843545600,11862867968,25109790720
12,1771976928583,3228,3228,3228,3228,3228,3228,3228,3228,54.72010040283203,56.25502014160156,55.56005096435547,55.71247100830078,55.863990783691406,55.18258285522461,57.56627655029297,56.58293914794922,55.20109176635742,56.918853759765625,65.25627899169922,64.34178924560547,40.669761657714844,27.74141502380371,18.438505172729492,19.544267654418945,7.956708908081055,5.4732842445373535,7.542346477508545,17179869184,26843545600,11830394880,25109790720
