tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
pip,warm,windows,x86_64,20260226_171740,4000,73,0,pip_warm_windows_x86_64_20260226_171740.csv,pip_warm_windows_x86_64_20260226_171740.cmd.log
