Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772117636185,2592,2592,2592,2592,2592,2592,2592,2592,100,95.58879089355469,62.99168395996094,98.56755065917969,61.165348052978516,56.31563186645508,71.29328155517578,100,6485.308349609375,66143.0150756836,51584.22381591797,3071.0059814453125,17070227456,7516192768,9832685568,0
4000,1772117636185,2592,2592,2592,2592,2592,2592,2592,2592,100,100,94.18888854980469,64.13111114501953,79.77666473388672,73.52111053466797,80.05000305175781,99.06999969482422,6485.327331542969,66143.12475585938,51584.30822753906,3071.0059814453125,17070227456,7516192768,9833979904,0
4001,1772117640186,2592,2592,2592,2592,2592,2592,2592,2592,70.70655822753906,67.82968139648438,75.35648345947266,71.74976348876953,65.02182006835938,62.20144271850586,65.95282745361328,70.89922332763672,6492.73388671875,66194.35412597656,51620.57452392578,3074.4161987304688,17070227456,7516192768,9907183616,0
4000,1772117644187,2592,2592,2592,2592,2592,2592,2592,2592,59.81494903564453,49.41096496582031,68.88720703125,52.815696716308594,57.9510612487793,45.03759002685547,55.90376281738281,48.37420654296875,6500.268310546875,66246.90704345703,51657.704040527344,3078.1135864257813,17070227456,7516192768,10027397120,0
4000,1772117648188,2592,2592,2592,2592,2592,2592,2592,2592,59.19065856933594,51.89405822753906,70.39448547363281,54.36565399169922,59.482181549072266,46.92179870605469,56.35456466674805,52.3064079284668,6507.9512939453125,66300.474609375,51695.389404296875,3082.294677734375,17070227456,7516192768,9988927488,0
4000,1772117652189,2592,2592,2592,2592,2592,2592,2592,2592,51.85325622558594,49.47757339477539,63.80535125732422,42.88844680786133,54.071624755859375,39.72669982910156,50.4199104309082,42.550575256347656,6515.417663574219,66353.82684326172,51731.61706542969,3087.7240600585938,17070227456,7516192768,9994616832,0
4000,1772117656190,2592,2592,2592,2592,2592,2592,2592,2592,45.34767532348633,43.50752639770508,62.19791030883789,32.8348388671875,51.24135208129883,30.177032470703125,43.48982620239258,31.447494506835938,6522.6021728515625,66406.55590820313,51767.384521484375,3093.2781982421875,17070227456,7516192768,9990754304,0
4000,1772117660190,2592,2592,2592,2592,2592,2592,2592,2592,54.12924575805664,52.55145263671875,65.34365844726563,45.857051849365234,56.160099029541016,42.205780029296875,53.05171585083008,45.049991607666016,6530.045227050781,66459.4945678711,51803.42138671875,3098.6015625,17070227456,7516192768,9987653632,0
4000,1772117664190,2592,2592,2592,2592,2592,2592,2592,2592,48.071197509765625,49.74680709838867,64.64443969726563,38.419769287109375,57.34699630737305,37.099647521972656,53.108612060546875,38.879940032958984,6537.4722900390625,66512.88330078125,51839.70343017578,3104.1118774414063,17070227456,7516192768,9991819264,0
4000,1772117668191,2592,2592,2592,2592,2592,2592,2592,2592,50.151344299316406,48.19881820678711,61.30339050292969,40.09306335449219,58.00837707519531,32.784263610839844,53.05201721191406,38.78274917602539,6544.937927246094,66566.1226196289,51875.785400390625,3109.5358276367188,17070227456,7516192768,9997127680,0
4001,1772117672192,2592,2592,2592,2592,2592,2592,2592,2592,47.220401763916016,44.12450408935547,62.047630310058594,32.928611755371094,51.59977340698242,30.593490600585938,44.07792663574219,37.06035614013672,6552.225280761719,66618.80517578125,51911.408630371094,3114.9985961914063,17070227456,7516192768,9987203072,0
4000,1772117676193,2592,2592,2592,2592,2592,2592,2592,2592,53.428199768066406,50.382774353027344,68.01052856445313,44.86240005493164,58.8138542175293,45.704254150390625,55.4039192199707,46.071449279785156,6559.8018798828125,66671.38427734375,51946.99963378906,3120.3414306640625,17070227456,7516192768,9983647744,0
4000,1772117680194,2592,2592,2592,2592,2592,2592,2592,2592,47.504783630371094,44.46065139770508,58.694313049316406,36.03496551513672,51.73647689819336,27.589500427246094,48.161537170410156,32.80377960205078,6566.9725341796875,66723.49682617188,51982.10827636719,3125.8424072265625,17070227456,7516192768,9984393216,0
4000,1772117684194,2592,2592,2592,2592,2592,2592,2592,2592,44.615997314453125,45.63367462158203,63.24246597290039,33.657936096191406,52.543827056884766,30.150550842285156,42.57249450683594,32.55242919921875,6574.0921630859375,66775.84423828125,52017.47918701172,3131.3666381835938,17070227456,7516192768,9994608640,0
4000,1772117688195,2592,2592,2592,2592,2592,2592,2592,2592,51.32678985595703,51.4287223815918,64.620849609375,43.826416015625,59.016357421875,38.6783447265625,51.44417190551758,43.47780227661133,6581.537536621094,66827.83392333984,52052.43395996094,3136.8842163085938,17070227456,7516192768,9989763072,0
4000,1772117692196,2592,2592,2592,2592,2592,2592,2592,2592,53.02085494995117,54.671775817871094,66.37806701660156,43.877437591552734,58.871910095214844,42.355525970458984,53.847557067871094,43.227291107177734,6588.8631591796875,66879.57550048828,52087.214904785156,3142.3006591796875,17070227456,7516192768,9989627904,0
4000,1772117696197,2592,2592,2592,2592,2592,2592,2592,2592,79.68050384521484,78.43927001953125,80.34943389892578,78.30728149414063,77.91287231445313,76.00019073486328,78.13578033447266,75.01786804199219,6597.444274902344,66932.10205078125,52122.89147949219,3146.9194946289063,17070227456,7516192768,10018299904,0
4000,1772117700198,2592,2592,2592,2592,2592,2592,2592,2592,56.28538131713867,48.66752243041992,66.45321655273438,48.40039825439453,54.4247932434082,44.91495895385742,54.3435173034668,48.50630187988281,6605.301818847656,66984.87707519531,52158.64880371094,3151.82080078125,17070227456,7516192768,10031894528,0
4000,1772117704199,2592,2592,2592,2592,2592,2592,2592,2592,57.21664810180664,47.503448486328125,62.70286178588867,47.20274353027344,54.19805145263672,43.14037322998047,53.38944625854492,48.54372024536133,6613.3052978515625,67037.17529296875,52193.93585205078,3156.7178344726563,17070227456,7516192768,10087325696,0
4000,1772117708199,2592,2592,2592,2592,2592,2592,2592,2592,51.97919845581055,40.69437789916992,63.73531723022461,44.46721267700195,52.56078338623047,36.40134811401367,48.160125732421875,43.571067810058594,6620.455139160156,67088.46185302734,52229.736572265625,3160.7492065429688,17070227456,7516192768,10070376448,0
4000,1772117712200,2592,2592,2592,2592,2592,2592,2592,2592,54.019203186035156,43.99409484863281,68.10585021972656,41.044227600097656,51.611263275146484,42.57637405395508,53.290489196777344,44.90272521972656,6627.42724609375,67138.1089477539,52264.437927246094,3164.4464721679688,17070227456,7516192768,10065612800,0
4000,1772117716200,2592,2592,2592,2592,2592,2592,2592,2592,60.009525299072266,47.92491149902344,68.2700424194336,51.169769287109375,57.81318664550781,49.08195877075195,55.274620056152344,56.23158645629883,6634.109191894531,67187.29174804688,52299.17333984375,3167.7896728515625,17070227456,7516192768,10091466752,0
4005,1772117720201,2592,2592,2592,2592,2592,2592,2592,2592,62.21242904663086,56.07618713378906,67.308349609375,63.130401611328125,56.97591018676758,56.45016860961914,62.59714889526367,65.42156982421875,6640.978454589844,67236.55438232422,52334.210388183594,3170.8485107421875,17070227456,7516192768,10068824064,0
3999,1772117724208,2592,2592,2592,2592,2592,2592,2592,2592,68.4495849609375,63.48386764526367,75.36039733886719,66.03604125976563,70.4264907836914,64.90129089355469,68.06070709228516,71.28752136230469,6648.071350097656,67288.16033935547,52371.42510986328,3173.8182373046875,17070227456,7516192768,10055606272,0
4000,1772117728207,2592,2592,2592,2592,2592,2592,2592,2592,92.78035736083984,94.58464050292969,94.68782043457031,93.89752960205078,93.87425994873047,92.46737670898438,93.76611328125,96.36335754394531,6654.916442871094,67337.12365722656,52406.86444091797,3176.5347290039063,17070227456,7516192768,10068611072,0
3,1772117732208,2592,2592,2592,2592,2592,2592,2592,2592,75.272216796875,73.41746520996094,79.30680847167969,77.3526382446289,75.39387512207031,73.7195816040039,77.12939453125,79.84042358398438,6661.786865234375,67387.47229003906,52442.9501953125,3179.7118530273438,17070227456,7516192768,9950339072,0
