Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
4000,1772117298231,2592,2592,2592,2592,2592,2592,2592,2592,39.953128814697266,30.773216247558594,54.055416107177734,35.10987091064453,41.378719329833984,36.96436309814453,44.59788513183594,36.30821990966797,5957.07861328125,61316.95928955078,47866.627014160156,2848.6453247070313,17070227456,7516192768,9452670976,0
4000,1772117302232,2592,2592,2592,2592,2592,2592,2592,2592,36.34561538696289,28.062469482421875,43.201316833496094,33.09892272949219,38.82303237915039,31.834396362304688,44.50874328613281,42.50819778442383,5962.408203125,61374.283203125,47912.719787597656,2850.2634887695313,17070227456,7516192768,9474142208,0
4000,1772117306232,2592,2592,2592,2592,2592,2592,2592,2592,68.66987609863281,62.0938720703125,73.88027954101563,66.95428466796875,70.27681732177734,66.97187805175781,74.33856964111328,73.3441390991211,5969.640625,61437.09326171875,47962.705017089844,2852.6567993164063,17070227456,7516192768,9534312448,0
3999,1772117310232,2592,2592,2592,2592,2592,2592,2592,2592,39.05997085571289,34.78962707519531,50.68907165527344,33.35413360595703,45.343345642089844,38.713558197021484,52.10557556152344,58.59054183959961,5975.379211425781,61495.279296875,48009.600646972656,2854.16748046875,17070227456,7516192768,9538260992,0
4000,1772117314232,2592,2592,2592,2592,2592,2592,2592,2592,32.593727111816406,21.696243286132813,45.84078598022461,29.25554656982422,33.14564514160156,30.095909118652344,37.511680603027344,39.437843322753906,5980.521057128906,61550.38415527344,48053.99432373047,2855.3007202148438,17070227456,7516192768,9544384512,0
4000,1772117318233,2592,2592,2592,2592,2592,2592,2592,2592,31.01116943359375,22.680221557617188,40.98225021362305,24.759849548339844,41.12901306152344,23.781204223632813,39.25165939331055,35.701568603515625,5986.131591796875,61608.52722167969,48099.302185058594,2858.2715454101563,17070227456,7516192768,9491652608,0
4000,1772117322233,2592,2592,2592,2592,2592,2592,2592,2592,35.38201904296875,28.093055725097656,39.9467658996582,32.15003967285156,41.458255767822266,33.73188018798828,39.913780212402344,41.18024826049805,5991.6016845703125,61664.796142578125,48143.09802246094,2860.7015991210938,17070227456,7516192768,9556611072,0
4000,1772117326234,2592,2592,2592,2592,2592,2592,2592,2592,33.91614532470703,15.170661926269531,33.73896789550781,22.100479125976563,29.89948272705078,15.472663879394531,25.507911682128906,26.143280029296875,5996.289123535156,61723.244873046875,48190.507568359375,2861.9650268554688,17070227456,7516192768,9522257920,0
4000,1772117330235,2592,2592,2592,2592,2592,2592,2592,2592,26.59961700439453,10.771125793457031,28.121566772460938,13.456413269042969,21.247146606445313,10.658470153808594,15.232353210449219,17.917007446289063,6000.7166748046875,61779.45495605469,48235.48254394531,2863.4601440429688,17070227456,7516192768,9441009664,0
4000,1772117334236,2592,2592,2592,2592,2592,2592,2592,2592,39.19346618652344,24.289466857910156,44.91057205200195,26.275711059570313,35.158843994140625,27.185523986816406,36.42964553833008,32.41796875,6006.4793701171875,61839.976623535156,48283.93017578125,2865.2218017578125,17070227456,7516192768,9453846528,0
4006,1772117338236,2592,2592,2592,2592,2592,2592,2592,2592,53.85116958618164,41.64649200439453,61.4260139465332,44.47492980957031,52.793739318847656,46.06498336791992,50.4233512878418,52.02729415893555,6013.012023925781,61900.40264892578,48332.17462158203,2867.0950927734375,17070227456,7516192768,9512882176,0
4000,1772117342243,2592,2592,2592,2592,2592,2592,2592,2592,69.15069580078125,63.70920181274414,74.7464828491211,65.52399444580078,70.61829376220703,64.988525390625,72.8094482421875,74.94169616699219,6021.0498046875,61968.32800292969,48381.15985107422,2874.9362182617188,17070227456,7516192768,9739034624,0
4000,1772117346243,2592,2592,2592,2592,2592,2592,2592,2592,72.61966705322266,71.26239776611328,76.80357360839844,72.82144927978516,75.02587127685547,74.57261657714844,76.51750183105469,78.81640625,6028.504821777344,62030.04626464844,48429.07061767578,2878.0576782226563,17070227456,7516192768,9899941888,0
4000,1772117350243,2592,2592,2592,2592,2592,2592,2592,2592,35.925743103027344,29.499412536621094,43.6297607421875,35.277191162109375,41.91668701171875,39.74586868286133,45.35560989379883,47.00731658935547,6033.691711425781,62084.56701660156,48473.02502441406,2879.0153198242188,17070227456,7516192768,9792516096,0
4000,1772117354244,2592,2592,2592,2592,2592,2592,2592,2592,57.52615737915039,47.97074890136719,66.37388610839844,52.3010368347168,53.762245178222656,61.269004821777344,61.066627502441406,57.50873947143555,6040.2000732421875,62144.290588378906,48521.270263671875,2880.1777954101563,17070227456,7516192768,9730281472,0
4000,1772117358244,2592,2592,2592,2592,2592,2592,2592,2592,50.939186096191406,39.79057693481445,63.21623992919922,43.03002166748047,56.4404182434082,54.9044075012207,56.685062408447266,49.93463134765625,6046.584533691406,62204.329528808594,48570.37713623047,2881.076416015625,17070227456,7516192768,9732317184,0
4000,1772117362245,2592,2592,2592,2592,2592,2592,2592,2592,53.509803771972656,48.68043518066406,64.39456176757813,50.35908126831055,60.778202056884766,56.583412170410156,61.125972747802734,53.43739700317383,6053.450988769531,62265.890075683594,48619.217712402344,2883.3651123046875,17070227456,7516192768,9766350848,0
4000,1772117366246,2592,2592,2592,2592,2592,2592,2592,2592,72.98651885986328,66.30870819091797,77.44772338867188,72.67979431152344,74.3484878540039,75.60812377929688,77.82001495361328,74.69452667236328,6060.957092285156,62327.33868408203,48667.20642089844,2885.9887084960938,17070227456,7516192768,9816494080,0
4000,1772117370246,2592,2592,2592,2592,2592,2592,2592,2592,63.360687255859375,56.551612854003906,70.70985412597656,61.00417709350586,67.46600341796875,65.16848754882813,68.06417846679688,65.65040588378906,6067.841979980469,62388.167053222656,48715.342712402344,2888.2317504882813,17070227456,7516192768,9807179776,0
4000,1772117374247,2592,2592,2592,2592,2592,2592,2592,2592,57.920230865478516,49.96257019042969,69.2686538696289,50.906517028808594,63.59452819824219,60.530189514160156,64.96842956542969,64.09860229492188,6074.653015136719,62448.785888671875,48763.55487060547,2890.1974487304688,17070227456,7516192768,9812881408,0
4000,1772117378247,2592,2592,2592,2592,2592,2592,2592,2592,57.83433532714844,47.38615417480469,64.11845397949219,50.729576110839844,59.95895004272461,55.1620979309082,60.92491149902344,54.336952209472656,6081.446533203125,62509.13854980469,48811.013244628906,2892.58251953125,17070227456,7516192768,9816989696,0
4000,1772117382248,2592,2592,2592,2592,2592,2592,2592,2592,62.60035705566406,53.24560546875,69.86898040771484,55.790733337402344,62.9809684753418,61.17551040649414,66.06632232666016,63.25868606567383,6088.436096191406,62569.504821777344,48858.369567871094,2895.0015258789063,17070227456,7516192768,9833091072,0
4000,1772117386248,2592,2592,2592,2592,2592,2592,2592,2592,58.18242263793945,52.22187805175781,68.28549194335938,54.210060119628906,63.80971145629883,64.41642761230469,65.28570556640625,61.13200378417969,6095.235778808594,62629.875,48906.252685546875,2897.0156860351563,17070227456,7516192768,9834123264,0
4000,1772117390249,2592,2592,2592,2592,2592,2592,2592,2592,53.442359924316406,41.59161376953125,60.054969787597656,46.42141342163086,56.232139587402344,57.76118469238281,60.034690856933594,57.1982421875,6101.460144042969,62690.130126953125,48954.50341796875,2898.9174194335938,17070227456,7516192768,9821208576,0
4035,1772117394249,2592,2592,2592,2592,2592,2592,2592,2592,57.22947311401367,53.66344451904297,66.00469970703125,51.534725189208984,60.30461502075195,64.37875366210938,65.0542984008789,60.98051071166992,6107.664733886719,62749.972900390625,49002.46112060547,2900.6267700195313,17070227456,7516192768,9842257920,0
4002,1772117398284,2592,2592,2592,2592,2592,2592,2592,2592,73.66131591796875,68.57472229003906,77.63275146484375,70.87492370605469,76.35563659667969,77.9600830078125,78.45524597167969,77.92904663085938,6115.262451171875,62815.173400878906,49054.38293457031,2902.4910888671875,17070227456,7516192768,9862836224,0
4021,1772117402286,2592,2592,2592,2592,2592,2592,2592,2592,72.88090515136719,64.1390380859375,77.22516632080078,67.99421691894531,72.38285064697266,73.39703369140625,72.87506103515625,75.20748901367188,6122.271240234375,62871.0771484375,49097.649658203125,2904.9534301757813,17070227456,7516192768,9885585408,0
4000,1772117406308,2592,2592,2592,2592,2592,2592,2592,2592,72.60973358154297,67.8364486694336,77.55543518066406,72.57239532470703,74.38459014892578,76.04483795166016,78.30670928955078,77.96432495117188,6130.05078125,62932.96838378906,49145.974609375,2907.38671875,17070227456,7516192768,9940025344,0
3999,1772117410309,2592,2592,2592,2592,2592,2592,2592,2592,74.66907501220703,72.4593505859375,81.39665222167969,77.27898406982422,78.83102416992188,80.14053344726563,79.77790832519531,77.78590393066406,6136.9056396484375,62991.365783691406,49191.403869628906,2910.1397705078125,17070227456,7516192768,9975169024,0
4000,1772117414309,2592,2592,2592,2592,2592,2592,2592,2592,74.38212585449219,70.07388305664063,78.92344665527344,74.73760986328125,77.99894714355469,79.70667266845703,79.01212310791016,79.68614196777344,6144.2564697265625,63051.794921875,49237.27941894531,2914.0326538085938,17070227456,7516192768,9968496640,0
3,1772117418310,2592,2592,2592,2592,2592,2592,2592,2592,33.92750549316406,22.888885498046875,39.366756439208984,28.664566040039063,37.964820861816406,32.409080505371094,40.9141845703125,47.9263916015625,6150.172058105469,63108.667053222656,49281.357482910156,2916.75244140625,17070227456,7516192768,9661485056,0
