Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772117262227,2592,2592,2592,2592,2592,2592,2592,2592,60.59904479980469,50.714569091796875,30.849769592285156,9.674087524414063,100,1.3133621215820313,22.573699951171875,2.864501953125,5909.835144042969,60787.38879394531,47436.869201660156,2836.5219116210938,17070227456,7516192768,8796045312,0
3999,1772117262228,2592,2592,2592,2592,2592,2592,2592,2592,45.33597946166992,29.6383056640625,51.25992965698242,17.28186798095703,100,73.86006164550781,49.2129020690918,96.56448364257813,5909.8525390625,60787.527893066406,47436.978515625,2836.5266723632813,17070227456,7516192768,8796061696,0
4000,1772117266227,2592,2592,2592,2592,2592,2592,2592,2592,32.83586120605469,26.659515380859375,47.22147750854492,30.913108825683594,41.99957275390625,37.3573112487793,43.95347213745117,44.689762115478516,5914.570617675781,60843.47985839844,47482.006103515625,2838.0575561523438,17070227456,7516192768,8832409600,0
4000,1772117270228,2592,2592,2592,2592,2592,2592,2592,2592,21.975173950195313,9.597999572753906,43.271759033203125,12.644775390625,32.26305389404297,12.495994567871094,19.81523895263672,17.616371154785156,5919.183532714844,60904.303283691406,47531.827392578125,2839.5512084960938,17070227456,7516192768,8856825856,0
4000,1772117274228,2592,2592,2592,2592,2592,2592,2592,2592,28.58648681640625,23.653594970703125,41.80403518676758,17.732521057128906,28.292381286621094,24.08637237548828,30.888626098632813,22.420936584472656,5924.031066894531,60963.011962890625,47579.64611816406,2840.8436889648438,17070227456,7516192768,8895295488,0
4000,1772117278229,2592,2592,2592,2592,2592,2592,2592,2592,26.64495086669922,13.307884216308594,40.19060134887695,14.418617248535156,23.518333435058594,12.352874755859375,19.53351593017578,18.359878540039063,5928.764587402344,61021.59753417969,47627.17608642578,2842.3255615234375,17070227456,7516192768,8896946176,0
4000,1772117282230,2592,2592,2592,2592,2592,2592,2592,2592,28.460250854492188,17.03215789794922,37.31099319458008,20.552703857421875,30.090904235839844,18.086830139160156,26.792938232421875,26.65863037109375,5933.548278808594,61077.890563964844,47672.39044189453,2843.8473510742188,17070227456,7516192768,8988418048,0
4000,1772117286230,2592,2592,2592,2592,2592,2592,2592,2592,42.71223068237305,36.41407012939453,54.666534423828125,42.60340881347656,46.5400390625,39.55802917480469,48.304588317871094,47.13066864013672,5939.31298828125,61137.89733886719,47721.629333496094,2844.663330078125,17070227456,7516192768,9163444224,0
4000,1772117290231,2592,2592,2592,2592,2592,2592,2592,2592,71.98242950439453,66.57917022705078,77.68944549560547,70.947021484375,72.60665130615234,71.8455581665039,75.51310729980469,74.02565002441406,5946.374328613281,61199.990966796875,47771.75573730469,2846.1343383789063,17070227456,7516192768,9294630912,0
3999,1772117294231,2592,2592,2592,2592,2592,2592,2592,2592,29.54224395751953,17.9051513671875,34.60096740722656,25.06682586669922,29.328872680664063,19.6942138671875,28.941650390625,37.18968200683594,5951.056823730469,61255.89465332031,47816.7255859375,2847.4429321289063,17070227456,7516192768,9371234304,0
