Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772122244663,2592,2592,2592,2592,2592,2592,2592,2592,26.653427124023438,16.899978637695313,84.38419342041016,12.304656982421875,20.2425537109375,5.786643981933594,4.8924407958984375,100,12031.830322265625,116163.302734375,88972.97491455078,5160.0904541015625,17070227456,7516192768,8971948032,0
4000,1772122244663,2592,2592,2592,2592,2592,2592,2592,2592,14.131439208984375,0,95.35034942626953,0,91.59313201904297,0,0,100,12031.839721679688,116163.42767333984,88973.08264160156,5160.0904541015625,17070227456,7516192768,8971968512,0
4000,1772122248663,2592,2592,2592,2592,2592,2592,2592,2592,31.971878051757813,27.35424041748047,42.533565521240234,30.293014526367188,36.419471740722656,28.619277954101563,44.99335861206055,44.91207504272461,12036.212890625,116248.55548095703,89049.56427001953,5160.928405761719,17070227456,7516192768,9064062976,0
4000,1772122252664,2592,2592,2592,2592,2592,2592,2592,2592,30.74750518798828,31.307891845703125,46.81972122192383,38.23517990112305,35.52052307128906,24.90990447998047,35.859962463378906,35.87001037597656,12040.637634277344,116331.91027832031,89124.11462402344,5161.8751220703125,17070227456,7516192768,9068118016,0
4000,1772122256665,2592,2592,2592,2592,2592,2592,2592,2592,28.832901000976563,40.56917190551758,40.13169479370117,27.905059814453125,38.174564361572266,44.2545166015625,34.511505126953125,37.68351364135742,12045.1923828125,116414.13946533203,89196.98071289063,5163.3480224609375,17070227456,7516192768,9094426624,0
4000,1772122260665,2592,2592,2592,2592,2592,2592,2592,2592,24.428863525390625,27.152000427246094,39.05240249633789,34.6365966796875,33.32159423828125,16.686233520507813,34.92472839355469,26.07672882080078,12049.328491210938,116493.10180664063,89267.16076660156,5164.350036621094,17070227456,7516192768,9104535552,0
4000,1772122264666,2592,2592,2592,2592,2592,2592,2592,2592,24.623260498046875,17.58624267578125,29.70134735107422,21.27069854736328,18.87499237060547,28.871292114257813,28.39502716064453,41.17739486694336,12053.364685058594,116567.93475341797,89332.2509765625,5166.415832519531,17070227456,7516192768,9167302656,0
4000,1772122268667,2592,2592,2592,2592,2592,2592,2592,2592,15.818489074707031,14.676673889160156,26.32653045654297,21.715988159179688,20.223838806152344,22.209144592285156,25.901954650878906,31.35962677001953,12056.705200195313,116636.84741210938,89392.91589355469,5167.299621582031,17070227456,7516192768,9166012416,0
4000,1772122272668,2592,2592,2592,2592,2592,2592,2592,2592,19.67353057861328,26.56963348388672,26.02239990234375,18.179458618164063,16.17023468017578,15.978462219238281,40.86378479003906,34.175193786621094,12060.370544433594,116707.87329101563,89455.29138183594,5168.408142089844,17070227456,7516192768,9142345728,0
4000,1772122276668,2592,2592,2592,2592,2592,2592,2592,2592,14.713478088378906,20.044509887695313,24.793563842773438,7.9664459228515625,18.70330047607422,18.26561737060547,41.544525146484375,20.722412109375,12063.519836425781,116771.75793457031,89511.27410888672,5169.035461425781,17070227456,7516192768,9148649472,0
4000,1772122280669,2592,2592,2592,2592,2592,2592,2592,2592,17.972015380859375,19.59430694580078,27.567054748535156,23.722511291503906,28.87476348876953,22.596168518066406,30.627037048339844,23.768310546875,12067.326538085938,116846.25854492188,89576.85400390625,5170.393371582031,17070227456,7516192768,9194643456,0
4000,1772122284670,2592,2592,2592,2592,2592,2592,2592,2592,20.773040771484375,25.459754943847656,35.19939422607422,46.53482437133789,26.198471069335938,23.45092010498047,20.87500762939453,18.596473693847656,12070.91845703125,116921.61499023438,89644.06359863281,5171.054870605469,17070227456,7516192768,9226002432,0
4000,1772122288671,2592,2592,2592,2592,2592,2592,2592,2592,22.670516967773438,32.04414367675781,29.42760467529297,27.457435607910156,28.10272216796875,20.859954833984375,18.75212860107422,50.88132858276367,12074.687255859375,116996.35998535156,89710.33044433594,5171.977111816406,17070227456,7516192768,9235283968,0
4000,1772122292672,2592,2592,2592,2592,2592,2592,2592,2592,21.527572631835938,28.53649139404297,23.84375762939453,18.9010009765625,27.245338439941406,11.658706665039063,12.112167358398438,16.739791870117188,12077.921508789063,117060.99389648438,89766.99462890625,5172.627868652344,17070227456,7516192768,9234333696,0
4000,1772122296673,2592,2592,2592,2592,2592,2592,2592,2592,19.072067260742188,25.54291534423828,27.188735961914063,33.53215026855469,43.962615966796875,18.82994842529297,19.698387145996094,17.181747436523438,12081.268493652344,117136.2060546875,89834.4242553711,5173.065002441406,17070227456,7516192768,9249517568,0
