tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
uv,warm,windows,x86_64,20260226_171304,4000,5,0,uv_warm_windows_x86_64_20260226_171304.csv,uv_warm_windows_x86_64_20260226_171304.cmd.log
