Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772117457036,2592,2592,2592,2592,2592,2592,2592,2592,69.34027099609375,19.391151428222656,48.318321228027344,8.809822082519531,19.222793579101563,100,50.545902252197266,19.23535919189453,6196.229675292969,63623.705322265625,49687.553649902344,2933.4053955078125,17070227456,7516192768,9474789376,0
3999,1772117457037,2592,2592,2592,2592,2592,2592,2592,2592,93.91012573242188,0,75.03849792480469,0,7.697845458984375,100,30.39739227294922,0,6196.239196777344,63623.78094482422,49687.628356933594,2933.4053955078125,17070227456,7516192768,9474813952,0
4000,1772117461037,2592,2592,2592,2592,2592,2592,2592,2592,31.665260314941406,20.49639129638672,29.360671997070313,29.81243133544922,35.454124450683594,21.586624145507813,29.470291137695313,27.967758178710938,6201.142395019531,63680.79602050781,49732.61248779297,2935.518798828125,17070227456,7516192768,9580670976,0
4000,1772117465037,2592,2592,2592,2592,2592,2592,2592,2592,40.66621398925781,25.348121643066406,45.43483352661133,31.50379180908203,44.37451934814453,29.261077880859375,42.42283248901367,32.543792724609375,6206.997253417969,63742.07629394531,49781.28936767578,2937.9462280273438,17070227456,7516192768,9634123776,0
4000,1772117469037,2592,2592,2592,2592,2592,2592,2592,2592,43.50037384033203,51.61804962158203,41.47278594970703,47.87578582763672,49.21166229248047,39.96913528442383,47.20985794067383,45.418453216552734,6213.739501953125,63803.99774169922,49826.667236328125,2943.6489868164063,17070227456,7516192768,9653858304,0
4000,1772117473038,2592,2592,2592,2592,2592,2592,2592,2592,36.77803039550781,46.232276916503906,35.59442138671875,39.471797943115234,42.388607025146484,30.734542846679688,39.27354431152344,37.97554397583008,6219.951599121094,63863.630615234375,49870.587341308594,2949.00244140625,17070227456,7516192768,9678360576,0
4000,1772117477039,2592,2592,2592,2592,2592,2592,2592,2592,51.68539810180664,59.2456169128418,58.634971618652344,55.598812103271484,55.51813507080078,52.32960891723633,55.23337936401367,62.9516716003418,6226.1239013671875,63924.677795410156,49916.5546875,2953.8130493164063,17070227456,7516192768,8789725184,0
4000,1772117481040,2592,2592,2592,2592,2592,2592,2592,2592,39.17289352416992,47.177589416503906,50.90503692626953,41.056884765625,50.476924896240234,37.180458068847656,49.12715148925781,45.97489929199219,6231.698425292969,63984.26672363281,49961.44348144531,2958.8804931640625,17070227456,7516192768,8929865728,0
4000,1772117485041,2592,2592,2592,2592,2592,2592,2592,2592,57.78632354736328,58.182090759277344,61.0875358581543,64.84295654296875,65.98429870605469,56.846946716308594,64.07081604003906,65.214599609375,6238.047058105469,64047.13330078125,50008.99108886719,2963.4945068359375,17070227456,7516192768,8943493120,0
4000,1772117489042,2592,2592,2592,2592,2592,2592,2592,2592,73.34797668457031,68.82318115234375,72.8783950805664,71.60536193847656,71.54513549804688,74.94984436035156,75.85431671142578,80.19075775146484,6245.485900878906,64109.135009765625,50056.58984375,2966.6887817382813,17070227456,7516192768,8944779264,0
4000,1772117493042,2592,2592,2592,2592,2592,2592,2592,2592,48.20873260498047,32.68750762939453,46.98955535888672,36.86040496826172,39.94236755371094,33.72554016113281,50.60031509399414,44.34466552734375,6250.571838378906,64165.898193359375,50101.356018066406,2968.6866455078125,17070227456,7516192768,8992374784,0
4000,1772117497042,2592,2592,2592,2592,2592,2592,2592,2592,48.469295501708984,47.1640739440918,58.339927673339844,46.66847610473633,45.97007369995117,45.39833450317383,54.155662536621094,57.8828125,6255.339111328125,64220.63024902344,50144.64367675781,2970.8197631835938,17070227456,7516192768,9036791808,0
4000,1772117501043,2592,2592,2592,2592,2592,2592,2592,2592,60.77875518798828,60.73909378051758,78.18771362304688,60.10562515258789,67.2821044921875,59.59865951538086,67.52203369140625,72.61503601074219,6260.562683105469,64277.90625,50191.50012207031,2971.8555908203125,17070227456,7516192768,9229107200,0
4000,1772117505044,2592,2592,2592,2592,2592,2592,2592,2592,53.7829704284668,55.80810546875,65.9872055053711,62.29443359375,57.12773895263672,59.41594314575195,62.61902618408203,67.70787048339844,6266.592346191406,64338.94970703125,50241.0146484375,2973.1327514648438,17070227456,7516192768,9744257024,0
4006,1772117509045,2592,2592,2592,2592,2592,2592,2592,2592,47.69811248779297,42.42588806152344,55.3245849609375,43.72639846801758,50.36007308959961,45.15462112426758,52.919891357421875,58.965049743652344,6271.797912597656,64399.321838378906,50289.60510253906,2974.7991943359375,17070227456,7516192768,9877061632,0
3989,1772117513062,2592,2592,2592,2592,2592,2592,2592,2592,99.72431182861328,98.96924591064453,99.01701354980469,98.90827941894531,99.18995666503906,99.17292022705078,98.78396606445313,99.63089752197266,6278.320739746094,64462.84881591797,50340.41064453125,2976.7276611328125,17070227456,7516192768,9927766016,0
4,1772117517052,2592,2592,2592,2592,2592,2592,2592,2592,86.15461730957031,85.7926254272461,88.72952270507813,87.67581176757813,84.61133575439453,88.01531219482422,87.27503967285156,90.15726470947266,6283.9444580078125,64521.702087402344,50387.590881347656,2978.5570678710938,17070227456,7516192768,9949761536,0
