Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772118047638,2592,2592,2592,2592,2592,2592,2592,2592,76.79105377197266,37.64540100097656,56.65163040161133,68.69767761230469,98.7287826538086,75.34680938720703,42.12615966796875,78.89141082763672,7212.249694824219,71355.3256225586,55273.359436035156,3436.9365234375,17070227456,7516192768,9609158656,0
4000,1772118047638,2592,2592,2592,2592,2592,2592,2592,2592,97.6760482788086,20.447463989257813,65.23564147949219,79.69580078125,100,82.14636993408203,49.925865173339844,100,7212.2657470703125,71355.43817138672,55273.431884765625,3436.9512329101563,17070227456,7516192768,9609166848,0
4000,1772118051639,2592,2592,2592,2592,2592,2592,2592,2592,63.44901657104492,61.3802604675293,71.2459945678711,67.53366088867188,62.08383560180664,63.91074752807617,68.17196655273438,72.23655700683594,7218.9688720703125,71404.54516601563,55308.71466064453,3439.795166015625,17070227456,7516192768,9656676352,0
4000,1772118055640,2592,2592,2592,2592,2592,2592,2592,2592,60.36134338378906,57.69540786743164,67.31166076660156,55.87503433227539,56.0673828125,55.8008918762207,59.210914611816406,60.42325210571289,7225.366394042969,71453.31201171875,55343.61267089844,3442.7293701171875,17070227456,7516192768,9662668800,0
4000,1772118059640,2592,2592,2592,2592,2592,2592,2592,2592,60.3916130065918,47.45285415649414,66.54357147216797,52.897972106933594,57.398616790771484,50.198585510253906,58.8569450378418,49.574466705322266,7232.304626464844,71503.5170288086,55379.62316894531,3445.7290649414063,17070227456,7516192768,9668030464,0
4000,1772118063641,2592,2592,2592,2592,2592,2592,2592,2592,53.61408615112305,47.14567947387695,63.37996292114258,51.26828384399414,53.791282653808594,45.77275085449219,51.61300277709961,53.41243362426758,7239.23681640625,71553.66381835938,55415.49249267578,3448.67138671875,17070227456,7516192768,9688154112,0
4000,1772118067642,2592,2592,2592,2592,2592,2592,2592,2592,54.70140838623047,43.22822952270508,63.26038360595703,48.9675178527832,42.07720947265625,45.5373649597168,49.92527389526367,46.8404426574707,7245.858703613281,71602.50964355469,55450.285888671875,3451.6922607421875,17070227456,7516192768,9720635392,0
4000,1772118071643,2592,2592,2592,2592,2592,2592,2592,2592,60.697265625,53.388816833496094,69.25048828125,59.78996658325195,56.278324127197266,57.76326370239258,59.50273132324219,59.249855041503906,7252.7413330078125,71652.38940429688,55486.096252441406,3454.5977172851563,17070227456,7516192768,9737064448,0
4000,1772118075644,2592,2592,2592,2592,2592,2592,2592,2592,62.3492546081543,52.42884063720703,67.1956787109375,60.94377899169922,59.30231475830078,53.691158294677734,63.583251953125,62.91106414794922,7259.647705078125,71701.8462524414,55521.36895751953,3457.531494140625,17070227456,7516192768,9783828480,0
4000,1772118079645,2592,2592,2592,2592,2592,2592,2592,2592,50.61601257324219,45.09421157836914,60.23772048950195,52.46474838256836,52.887813568115234,47.74183654785156,54.001094818115234,55.65979766845703,7266.21533203125,71751.83776855469,55557.30529785156,3460.5361328125,17070227456,7516192768,9810837504,0
4000,1772118083646,2592,2592,2592,2592,2592,2592,2592,2592,57.57666778564453,52.2923698425293,66.34170532226563,54.74015426635742,55.19660568237305,50.2626953125,56.72600555419922,59.788265228271484,7272.9273681640625,71801.18157958984,55592.79040527344,3463.318359375,17070227456,7516192768,9843744768,0
4000,1772118087646,2592,2592,2592,2592,2592,2592,2592,2592,59.116329193115234,52.245418548583984,63.53694152832031,52.012577056884766,55.39784240722656,51.0141716003418,55.52413558959961,60.2276496887207,7279.8660888671875,71850.14447021484,55627.625061035156,3466.294921875,17070227456,7516192768,9788891136,0
4000,1772118091647,2592,2592,2592,2592,2592,2592,2592,2592,49.27325439453125,37.74861145019531,62.380271911621094,43.5821647644043,47.78041076660156,38.94081497192383,47.068511962890625,42.84885025024414,7286.529052734375,71900.14739990234,55663.16357421875,3469.4576416015625,17070227456,7516192768,9806467072,0
4001,1772118095648,2592,2592,2592,2592,2592,2592,2592,2592,54.981815338134766,43.18205642700195,61.8649787902832,47.68812561035156,49.8174934387207,44.951534271240234,52.01594161987305,49.31394577026367,7293.3228759765625,71949.8550415039,55698.54150390625,3472.44482421875,17070227456,7516192768,9809494016,0
4000,1772118099649,2592,2592,2592,2592,2592,2592,2592,2592,61.890193939208984,60.825496673583984,73.58173370361328,62.451297760009766,63.21958923339844,59.302242279052734,66.05825805664063,64.1915512084961,7300.655029296875,71999.5199584961,55734.17742919922,3475.2174682617188,17070227456,7516192768,9843171328,0
4000,1772118103650,2592,2592,2592,2592,2592,2592,2592,2592,48.33243942260742,34.54088592529297,64.91433715820313,38.538169860839844,52.47856903076172,31.513809204101563,50.13184356689453,34.51466369628906,7307.618713378906,72050.00506591797,55770.2001953125,3478.3665771484375,17070227456,7516192768,9861341184,0
