tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
poetry,cold,windows,x86_64,20260226_160439,4000,29,0,poetry_cold_windows_x86_64_20260226_160439.csv,poetry_cold_windows_x86_64_20260226_160439.cmd.log
