tool,mode,os,arch,timestamp,interval_arg,wall_clock_s,exit_code,csv_file,cmdlog_file
pip,cold,windows,x86_64,20260226_160012,4000,218,0,pip_cold_windows_x86_64_20260226_160012.csv,pip_cold_windows_x86_64_20260226_160012.cmd.log
