Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772122763592,2592,2592,2592,2592,2592,2592,2592,2592,100,26.724937438964844,87.5587387084961,38.25356674194336,52.15876007080078,61.85783386230469,100,3.4105987548828125,12661.21630859375,126503.5355834961,98134.85815429688,5286.4639892578125,17070227456,7516192768,10457563136,0
4000,1772122763592,2592,2592,2592,2592,2592,2592,2592,2592,64.95941925048828,95.64391326904297,93.11103057861328,97.2931900024414,72.96189880371094,97.14925384521484,59.42385482788086,92.87313842773438,12661.230163574219,126503.68090820313,98134.97192382813,5286.472961425781,17070227456,7516192768,10458189824,0
4000,1772122767593,2592,2592,2592,2592,2592,2592,2592,2592,21.223983764648438,19.14044952392578,41.036651611328125,28.794189453125,34.877830505371094,21.543678283691406,29.44153594970703,29.71393585205078,12665.678161621094,126574.04150390625,98194.02435302734,5289.8048095703125,17070227456,7516192768,10496479232,0
4000,1772122771594,2592,2592,2592,2592,2592,2592,2592,2592,13.134765625,6.155113220214844,56.62674331665039,6.2281341552734375,31.774124145507813,4.0900421142578125,13.068351745605469,6.4425201416015625,12669.872192382813,126644.10717773438,98252.4253540039,5293.539245605469,17070227456,7516192768,10538463232,0
4000,1772122775594,2592,2592,2592,2592,2592,2592,2592,2592,15.823631286621094,9.57806396484375,43.984703063964844,14.592437744140625,22.52178192138672,8.928535461425781,15.960411071777344,5.036582946777344,12673.965942382813,126707.85534667969,98304.95166015625,5296.922668457031,17070227456,7516192768,10601402368,0
4000,1772122779595,2592,2592,2592,2592,2592,2592,2592,2592,13.756919860839844,9.480369567871094,49.93006896972656,8.542701721191406,18.993995666503906,12.831817626953125,16.004676818847656,7.445213317871094,12678.050170898438,126771.9047241211,98357.80865478516,5300.2559814453125,17070227456,7516192768,10626482176,0
4000,1772122783596,2592,2592,2592,2592,2592,2592,2592,2592,31.49439239501953,18.988067626953125,56.907920837402344,16.23974609375,33.587486267089844,18.52275848388672,23.424880981445313,16.42395782470703,12682.891784667969,126844.26306152344,98418.50909423828,5303.756652832031,17070227456,7516192768,10668892160,0
4000,1772122787597,2592,2592,2592,2592,2592,2592,2592,2592,63.03227996826172,47.70364761352539,66.23158264160156,48.58134078979492,59.52412033081055,52.777305603027344,58.669700622558594,54.39258575439453,12689.684020996094,126936.48254394531,98498.34033203125,5307.127868652344,17070227456,7516192768,10690654208,0
4000,1772122791598,2592,2592,2592,2592,2592,2592,2592,2592,50.05052947998047,30.641006469726563,62.469512939453125,37.960323333740234,55.39192581176758,35.837791442871094,47.506874084472656,39.61355209350586,12696.063232421875,127026.80981445313,98576.26989746094,5310.7100830078125,17070227456,7516192768,10689847296,0
4000,1772122795599,2592,2592,2592,2592,2592,2592,2592,2592,62.909751892089844,49.559539794921875,71.7191390991211,51.97346115112305,65.13428497314453,56.2856330871582,59.47020721435547,50.49248504638672,12702.805297851563,127116.7036743164,98653.73352050781,5314.156494140625,17070227456,7516192768,10693091328,0
