Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772010172216,3228,3228,3228,3228,3228,3228,3228,3228,49.29573440551758,49.67628479003906,53.88551330566406,53.23249053955078,50.199302673339844,48.45224380493164,52.10263442993164,52.15577697753906,48.718387603759766,49.968414306640625,0,0,NaN,0,0,0,0,0,17.6965389251709,17179869184,22548578304,12038602752,21937061888
100000,1772010172216,3228,3228,3228,3228,3228,3228,3228,3228,49.29573440551758,49.67628479003906,53.88551330566406,53.23249053955078,50.199302673339844,48.45224380493164,52.10263442993164,52.15577697753906,48.718387603759766,49.968414306640625,0,50,0,0,0,0,0,0,17.6965389251709,17179869184,22548578304,12038668288,21937061888
11,1772010272218,3228,3228,3228,3228,3228,3228,3228,3228,46.86237716674805,47.409950256347656,48.47759246826172,48.51479721069336,48.415855407714844,46.54156494140625,49.99765396118164,49.075157165527344,47.133296966552734,48.174827575683594,52.821083068847656,52.106590270996094,37.413326263427734,21.944612503051758,14.885725021362305,12.004008293151855,9.13278579711914,7.537537574768066,11.32261848449707,17179869184,22548578304,13318340608,21928673280
