Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771983382487,3228,3228,3228,3228,3228,3228,3228,3228,50.54610061645508,51.935054779052734,50.78321838378906,51.62112808227539,51.637908935546875,49.902469635009766,54.13971710205078,52.1794548034668,51.05500030517578,52.23469543457031,50,0,NaN,0,NaN,50,0,50,7.357935428619385,17179869184,23622320128,12744736768,21814771712
100010,1771983382487,3228,3228,3228,3228,3228,3228,3228,3228,50.54610061645508,51.935054779052734,50.78321838378906,51.62112808227539,51.637908935546875,49.902469635009766,54.13971710205078,52.1794548034668,51.05500030517578,52.23469543457031,NaN,100,100,NaN,0,0,0,0,7.357935428619385,17179869184,23622320128,12744736768,21814771712
10,1771983482498,3228,3228,3228,3228,3228,3228,3228,3228,50.38658905029297,51.74800109863281,50.51368713378906,51.531211853027344,51.289527893066406,50.2557487487793,53.75283432006836,51.85704040527344,51.10952377319336,51.694580078125,50.432682037353516,49.29435729980469,33.7969970703125,24.00120735168457,14.60572624206543,17.426219940185547,6.192384719848633,3.5621371269226074,6.4525885581970215,17179869184,23622320128,12538462208,21814771712
